Year,Patient County Code,Patient County Name,Rural/Urban,Payer,ER Opioid,ER Visits ,ER Rate Per 1000 ,Inpatient ER Opioid,Inpatient ER Discharges,Inpatient ER Rate Per 1000,Inpatient Non ER Opioid,Inpatient Non ER Discharges,Inpatient Non ER Rate Per 1000 ,Inpatient Total Opioid,Inpatient Total Discharges,Inpatient Total Rate Per 1000 ,ER Inpatient Total Opioid,ER Inpatient Total Discharges ,ER Inpatient Total Rate Per 1000,Opioid Ambulatory Surgery Visits,Ambulatory Surgery Visits,Ambulatory Surgery Rate Per 1000,Outpatient Opioid,Outpatient Visits,Outpatient Rate Per 1000,Other Outpatient Total Opioid, Other Outpatient Total Discharges,Other Outpatient Total Rate Per 1000,Overall Opioid,Overall Discharges,Overall Rate Per 1000
2010,47,Suffolk,Urban,Other,2,11573,0.173,6,1693,3.544,0,619,0,6,2312,2.595,8,13885,0.576,0,3480,0,0,24,0,0,3504,0,8,17389,0.46
2012,55,Westchester,Urban,Medicare,13,39288,0.331,39,32955,1.183,6,12845,0.467,45,45800,0.983,58,85088,0.682,0,24742,0,0,96827,0,0,121569,0,58,206657,0.281
2013,7,Chemung,Urban,Commercial,13,21952,0.592,12,1655,7.251,0,2246,0,12,3901,3.076,25,25853,0.967,0,5527,0,0,41883,0,0,47410,0,25,73263,0.341
2011,38,Rensselaer,Urban,Other,1,1231,0.812,1,198,5.051,0,107,0,1,305,3.279,2,1536,1.302,0,217,0,0,1402,0,0,1619,0,2,3155,0.634
2012,13,Dutchess,Urban,Commercial,61,46320,1.317,20,5209,3.84,2,7960,0.251,22,13169,1.671,83,59489,1.395,0,15735,0,0,25054,0,0,40789,0,83,100278,0.828
2012,12,Delaware,Rural,Commercial,2,7984,0.251,2,467,4.283,1,912,1.096,3,1379,2.175,5,9363,0.534,0,2285,0,0,12289,0,0,14574,0,5,23937,0.209
2013,24,Livingston,Urban,Other,0,866,0,0,140,0,0,66,0,0,206,0,0,1072,0,0,307,0,0,499,0,0,806,0,0,1878,0
2015,8,Chenango,Rural,Medicaid,12,9899,1.212,2,359,5.571,2,779,2.567,4,1138,3.515,16,11037,1.45,0,1364,0,0,8944,0,0,10308,0,16,21345,0.75
2011,42,Schenectady,Urban,Medicaid,9,25321,0.355,1,642,1.558,8,3997,2.002,9,4639,1.94,18,29960,0.601,0,2375,0,0,12590,0,0,14965,0,18,44925,0.401
2014,7,Chemung,Urban,Commercial,9,15669,0.574,8,1284,6.231,0,1885,0,8,3169,2.524,17,18838,0.902,0,4878,0,0,68675,0,0,73553,0,17,92391,0.184
2011,49,Tioga,Urban,Other,0,294,0,0,24,0,0,16,0,0,40,0,0,334,0,0,47,0,0,138,0,0,185,0,0,519,0
2013,4,Cattaraugus,Rural,Medicare,3,1844,1.627,3,934,3.212,1,870,1.149,4,1804,2.217,7,3648,1.919,0,1723,0,0,3832,0,0,5555,0,7,9203,0.761
2014,28,Nassau,Urban,Other,2,9643,0.207,3,1312,2.287,0,471,0,3,1783,1.683,5,11426,0.438,0,3248,0,0,7786,0,0,11034,0,5,22460,0.223
2012,28,Nassau,Urban,Other,0,10243,0,4,1428,2.801,0,486,0,4,1914,2.09,4,12157,0.329,0,2646,0,0,5641,0,0,8287,0,4,20444,0.196
2014,49,Tioga,Urban,Commercial,3,3582,0.838,4,452,8.85,0,764,0,4,1216,3.289,7,4798,1.459,0,2234,0,0,9847,0,0,12081,0,7,16879,0.415
2015,27,Montgomery,Rural,Medicare,4,6399,0.625,7,2380,2.941,3,1080,2.778,10,3460,2.89,14,9859,1.42,0,3101,0,0,19152,0,0,22253,0,14,32112,0.436
2012,88,Other than New York State,Urban,Medicare,2,13658,0.146,15,7717,1.944,1,10452,0.096,16,18169,0.881,18,31827,0.566,0,13218,0,0,26808,0,0,40026,0,18,71853,0.251
2015,19,Greene,Rural,Commercial,6,4594,1.306,3,731,4.104,0,820,0,3,1551,1.934,9,6145,1.465,0,2960,0,0,5715,0,0,8675,0,9,14820,0.607
2013,39,Rockland,Urban,Medicare,5,12876,0.388,6,9506,0.631,1,4557,0.219,7,14063,0.498,12,26939,0.445,0,4369,0,1,29944,0.033,1,34313,0.029,13,61252,0.212
2015,30,Oneida,Urban,Other,0,2395,0,2,255,7.843,0,299,0,2,554,3.61,2,2949,0.678,0,797,0,0,2819,0,0,3616,0,2,6565,0.305
2010,,Statewide Total,State,Other,42,185766,0.226,79,28359,2.786,6,19466,0.308,85,47825,1.777,127,233591,0.544,1,47457,0.021,0,1988,0,1,49445,0.02,128,283036,0.452
2015,42,Schenectady,Urban,Medicaid,57,26187,2.177,3,899,3.337,22,3994,5.508,25,4893,5.109,82,31080,2.638,0,3208,0,0,17139,0,0,20347,0,82,51427,1.594
2014,40,St. Lawrence,Rural,Medicare,3,10125,0.296,9,3583,2.512,1,1332,0.751,10,4915,2.035,13,15040,0.864,0,5197,0,0,16888,0,0,22085,0,13,37125,0.35
2010,,Statewide Total,State,Medicare,302,728111,0.415,877,631639,1.388,100,265104,0.377,977,896743,1.089,1279,1624854,0.787,2,550486,0.004,0,8955,0,2,559441,0.004,1281,2184295,0.586
2014,1,Albany,Urban,Medicare,6,17544,0.342,16,9030,1.772,1,3171,0.315,17,12201,1.393,23,29745,0.773,0,12805,0,0,36142,0,0,48947,0,23,78692,0.292
2012,59,Kings (Brooklyn),Urban,Other,6,17900,0.335,4,2794,1.432,0,1033,0,4,3827,1.045,10,21727,0.46,0,3551,0,0,26358,0,0,29909,0,10,51636,0.194
2012,29,Niagara,Urban,Commercial,19,36921,0.515,36,5920,6.081,2,5986,0.334,38,11906,3.192,57,48827,1.167,0,20797,0,0,58173,0,0,78970,0,57,127797,0.446
2011,30,Oneida,Urban,Medicare,4,15527,0.258,13,10786,1.205,3,4571,0.656,16,15357,1.042,20,30884,0.648,0,13615,0,0,21682,0,0,35297,0,20,66181,0.302
2014,41,Saratoga,Urban,Commercial,25,17761,1.408,12,2611,4.596,4,5515,0.725,16,8126,1.969,41,25887,1.584,0,19355,0,1,28551,0.035,1,47906,0.021,42,73793,0.569
2011,34,Orleans,Urban,Commercial,7,8104,0.864,2,985,2.03,1,1174,0.852,3,2159,1.39,10,10263,0.974,0,3625,0,0,5358,0,0,8983,0,10,19246,0.52
2015,53,Washington,Urban,Medicare,3,4064,0.738,8,2348,3.407,3,717,4.184,11,3065,3.589,14,7129,1.964,0,3130,0,0,8170,0,0,11300,0,14,18429,0.76
2012,31,Onondaga,Urban,Medicare,22,24520,0.897,29,17039,1.702,4,5523,0.724,33,22562,1.463,55,47082,1.168,0,17167,0,0,30575,0,0,47742,0,55,94824,0.58
2014,6,Chautauqua,Rural,Medicare,15,11250,1.333,6,3768,1.592,0,1255,0,6,5023,1.195,21,16273,1.29,0,4830,0,0,20245,0,0,25075,0,21,41348,0.508
2011,88,Other than New York State,Urban,Medicare,1,11946,0.084,14,7373,1.899,1,10111,0.099,15,17484,0.858,16,29430,0.544,0,13236,0,0,26817,0,0,40053,0,16,69483,0.23
2012,58,Bronx,Urban,Commercial,49,292562,0.167,57,27402,2.08,7,19820,0.353,64,47222,1.355,113,339784,0.333,0,51706,0,0,324775,0,0,376481,0,113,716265,0.158
2015,4,Cattaraugus,Rural,Medicaid,7,2980,2.349,3,452,6.637,1,660,1.515,4,1112,3.597,11,4092,2.688,0,920,0,0,4043,0,0,4963,0,11,9055,1.215
2012,35,Oswego,Urban,Medicaid,11,11255,0.977,9,1443,6.237,0,2129,0,9,3572,2.52,20,14827,1.349,0,2068,0,0,11999,0,0,14067,0,20,28894,0.692
2013,59,Kings (Brooklyn),Urban,Medicare,36,93980,0.383,83,79678,1.042,12,23025,0.521,95,102703,0.925,131,196683,0.666,0,51875,0,0,365156,0,0,417031,0,131,613714,0.213
2013,37,Putnam,Urban,Medicaid,4,2885,1.386,1,379,2.639,0,524,0,1,903,1.107,5,3788,1.32,0,365,0,0,2611,0,0,2976,0,5,6764,0.739
2011,41,Saratoga,Urban,Medicaid,13,9458,1.374,11,1435,7.666,1,1646,0.608,12,3081,3.895,25,12539,1.994,0,2209,0,0,4223,0,0,6432,0,25,18971,1.318
2014,50,Tompkins,Urban,Commercial,8,11522,0.694,10,1140,8.772,0,1904,0,10,3044,3.285,18,14566,1.236,0,5324,0,0,18496,0,0,23820,0,18,38386,0.469
2015,10,Columbia,Rural,Medicaid,11,7064,1.557,10,778,12.853,1,765,1.307,11,1543,7.129,22,8607,2.556,0,1099,0,0,3378,0,0,4477,0,22,13084,1.681
2013,50,Tompkins,Urban,Commercial,7,12716,0.55,10,1234,8.104,1,1933,0.517,11,3167,3.473,18,15883,1.133,0,5548,0,0,21195,0,0,26743,0,18,42626,0.422
2015,41,Saratoga,Urban,Medicaid,28,9287,3.015,8,1328,6.024,2,1645,1.216,10,2973,3.364,38,12260,3.1,0,3237,0,0,8051,0,0,11288,0,38,23548,1.614
2013,58,Bronx,Urban,Other,1,13958,0.072,3,1746,1.718,0,742,0,3,2488,1.206,4,16446,0.243,0,3432,0,0,36670,0,0,40102,0,4,56548,0.071
2015,16,Franklin,Rural,Medicaid,0,2594,0,0,222,0,0,301,0,0,523,0,0,3117,0,0,391,0,0,2521,0,0,2912,0,0,6029,0
2014,25,Madison,Urban,Medicaid,16,8871,1.804,6,497,12.072,2,764,2.618,8,1261,6.344,24,10132,2.369,0,1374,0,0,2623,0,0,3997,0,24,14129,1.699
2014,7,Chemung,Urban,Medicare,4,7950,0.503,3,4102,0.731,1,1815,0.551,4,5917,0.676,8,13867,0.577,0,3954,0,1,84743,0.012,1,88697,0.011,9,102564,0.088
2014,50,Tompkins,Urban,Medicare,5,4966,1.007,3,1963,1.528,0,705,0,3,2668,1.124,8,7634,1.048,0,2870,0,0,9652,0,0,12522,0,8,20156,0.397
2015,32,Ontario,Urban,Commercial,16,15629,1.024,10,2012,4.97,3,2254,1.331,13,4266,3.047,29,19895,1.458,0,10744,0,1,14409,0.069,1,25153,0.04,30,45048,0.666
2011,28,Nassau,Urban,Medicaid,33,61549,0.536,66,15314,4.31,9,10272,0.876,75,25586,2.931,108,87135,1.239,0,8097,0,0,100085,0,0,108182,0,108,195317,0.553
2014,31,Onondaga,Urban,Other,4,3820,1.047,1,342,2.924,0,404,0,1,746,1.34,5,4566,1.095,0,1553,0,1,2591,0.386,1,4144,0.241,6,8710,0.689
2015,47,Suffolk,Urban,Commercial,430,210446,2.043,184,31179,5.901,49,33945,1.444,233,65124,3.578,663,275570,2.406,0,103684,0,0,126414,0,0,230098,0,663,505668,1.311
2015,43,Schoharie,Urban,Other,1,271,3.69,0,21,0,1,39,25.641,1,60,16.667,2,331,6.042,0,41,0,0,322,0,0,363,0,2,694,2.882
2015,3,Broome,Urban,Medicaid,85,23817,3.569,19,2184,8.7,2,2469,0.81,21,4653,4.513,106,28470,3.723,0,4298,0,3,49623,0.06,3,53921,0.056,109,82391,1.323
2012,36,Otsego,Rural,Commercial,11,9954,1.105,3,869,3.452,2,1201,1.665,5,2070,2.415,16,12024,1.331,0,3898,0,0,17626,0,0,21524,0,16,33548,0.477
2014,58,Bronx,Urban,Medicaid,113,454900,0.248,307,74252,4.135,19,41178,0.461,326,115430,2.824,439,570330,0.77,0,45700,0,5,969903,0.005,5,1015603,0.005,444,1585933,0.28
2015,88,Other than New York State,Urban,Commercial,100,78010,1.282,49,10115,4.844,27,20286,1.331,76,30401,2.5,176,108411,1.623,0,42937,0,4,77831,0.051,4,120768,0.033,180,229179,0.785
2015,30,Oneida,Urban,Commercial,20,20273,0.987,9,1961,4.589,5,3968,1.26,14,5929,2.361,34,26202,1.298,0,16147,0,1,20729,0.048,1,36876,0.027,35,63078,0.555
2015,17,Fulton,Rural,Medicaid,13,13367,0.973,5,834,5.995,0,1026,0,5,1860,2.688,18,15227,1.182,0,1887,0,0,6558,0,0,8445,0,18,23672,0.76
2011,12,Delaware,Rural,Medicaid,4,6288,0.636,1,346,2.89,1,550,1.818,2,896,2.232,6,7184,0.835,0,833,0,0,23233,0,0,24066,0,6,31250,0.192
2010,47,Suffolk,Urban,Medicare,32,48167,0.664,93,55650,1.671,4,17138,0.233,97,72788,1.333,129,120955,1.067,0,32595,0,0,137,0,0,32732,0,129,153687,0.839
2014,33,Orange,Urban,Medicaid,37,32989,1.122,25,4046,6.179,3,5705,0.526,28,9751,2.872,65,42740,1.521,0,5019,0,0,8876,0,0,13895,0,65,56635,1.148
2013,7,Chemung,Urban,Medicare,4,7295,0.548,9,4258,2.114,1,1513,0.661,10,5771,1.733,14,13066,1.071,0,4009,0,0,46714,0,0,50723,0,14,63789,0.219
2015,2,Allegany,Rural,Medicare,6,3901,1.538,3,1097,2.735,1,515,1.942,4,1612,2.481,10,5513,1.814,0,1736,0,0,11818,0,0,13554,0,10,19067,0.524
2011,39,Rockland,Urban,Medicaid,7,17877,0.392,12,3791,3.165,0,6755,0,12,10546,1.138,19,28423,0.668,0,2785,0,0,11526,0,0,14311,0,19,42734,0.445
2015,7,Chemung,Urban,Medicare,3,9261,0.324,5,3805,1.314,1,1520,0.658,6,5325,1.127,9,14586,0.617,0,3734,0,0,82263,0,0,85997,0,9,100583,0.089
2013,18,Genesee,Rural,Commercial,6,8103,0.74,5,914,5.47,0,1505,0,5,2419,2.067,11,10522,1.045,0,4784,0,0,17425,0,0,22209,0,11,32731,0.336
2015,21,Herkimer,Urban,Medicare,3,5280,0.568,4,1949,2.052,0,1595,0,4,3544,1.129,7,8824,0.793,1,2701,0.37,0,25007,0,1,27708,0.036,8,36532,0.219
2015,29,Niagara,Urban,Medicare,17,14496,1.173,34,7424,4.58,6,2946,2.037,40,10370,3.857,57,24866,2.292,0,11244,0,0,30365,0,0,41609,0,57,66475,0.857
2011,13,Dutchess,Urban,Medicaid,25,18083,1.383,16,1908,8.386,1,2581,0.387,17,4489,3.787,42,22572,1.861,0,1511,0,0,7469,0,0,8980,0,42,31552,1.331
2012,15,Essex,Rural,Medicaid,2,4076,0.491,2,228,8.772,0,202,0,2,430,4.651,4,4506,0.888,0,363,0,0,2361,0,0,2724,0,4,7230,0.553
2012,32,Ontario,Urban,Medicare,3,6953,0.431,3,3466,0.866,0,1315,0,3,4781,0.627,6,11734,0.511,0,4884,0,0,11226,0,0,16110,0,6,27844,0.215
2014,51,Ulster,Urban,Medicaid,27,21536,1.254,11,1500,7.333,3,2560,1.172,14,4060,3.448,41,25596,1.602,0,2106,0,0,4973,0,0,7079,0,41,32675,1.255
2015,12,Delaware,Rural,Commercial,2,7686,0.26,4,359,11.142,0,832,0,4,1191,3.359,6,8877,0.676,0,2473,0,0,17722,0,0,20195,0,6,29072,0.206
2015,42,Schenectady,Urban,Other,1,930,1.075,0,75,0,0,307,0,0,382,0,1,1312,0.762,0,272,0,0,1872,0,0,2144,0,1,3456,0.289
2013,35,Oswego,Urban,Medicare,6,5790,1.036,9,4727,1.904,1,1664,0.601,10,6391,1.565,16,12181,1.314,0,6352,0,0,12306,0,0,18658,0,16,30839,0.519
2014,45,Seneca,Rural,Other,0,602,0,0,83,0,0,62,0,0,145,0,0,747,0,0,308,0,0,420,0,0,728,0,0,1475,0
2015,41,Saratoga,Urban,Other,1,1494,0.669,1,160,6.25,0,346,0,1,506,1.976,2,2000,1,0,640,0,0,1884,0,0,2524,0,2,4524,0.442
2013,22,Jefferson,Urban,Medicaid,7,9566,0.732,1,639,1.565,1,885,1.13,2,1524,1.312,9,11090,0.812,0,1216,0,0,3409,0,0,4625,0,9,15715,0.573
2013,50,Tompkins,Urban,Medicare,3,4966,0.604,6,1902,3.155,1,734,1.362,7,2636,2.656,10,7602,1.315,0,2741,0,1,10727,0.093,1,13468,0.074,11,21070,0.522
2012,18,Genesee,Rural,Commercial,4,9810,0.408,4,1074,3.724,0,1737,0,4,2811,1.423,8,12621,0.634,0,4661,0,0,17757,0,0,22418,0,8,35039,0.228
2015,38,Rensselaer,Urban,Medicaid,27,21500,1.256,6,1978,3.033,3,1909,1.572,9,3887,2.315,36,25387,1.418,0,2788,0,0,14941,0,0,17729,0,36,43116,0.835
2014,40,St. Lawrence,Rural,Commercial,11,23940,0.459,6,1711,3.507,0,2322,0,6,4033,1.488,17,27973,0.608,0,8422,0,0,18633,0,0,27055,0,17,55028,0.309
2013,21,Herkimer,Urban,Medicaid,1,6359,0.157,5,565,8.85,4,1006,3.976,9,1571,5.729,10,7930,1.261,0,1174,0,0,25703,0,0,26877,0,10,34807,0.287
2012,35,Oswego,Urban,Commercial,20,13472,1.485,9,2081,4.325,1,2814,0.355,10,4895,2.043,30,18367,1.633,0,9282,0,0,9745,0,0,19027,0,30,37394,0.802
2011,99,Unknown,Urban,Other,5,6737,0.742,0,476,0,0,255,0,0,731,0,5,7468,0.67,0,3279,0,0,4616,0,0,7895,0,5,15363,0.325
2014,42,Schenectady,Urban,Commercial,28,24360,1.149,3,908,3.304,5,4606,1.086,8,5514,1.451,36,29874,1.205,0,12994,0,0,25087,0,0,38081,0,36,67955,0.53
2011,14,Erie,Urban,Commercial,129,114040,1.131,61,13748,4.437,2,22857,0.088,63,36605,1.721,192,150645,1.275,0,77942,0,1,128290,0.008,1,206232,0.005,193,356877,0.541
2015,23,Lewis,Rural,Other,0,943,0,0,29,0,0,74,0,0,103,0,0,1046,0,0,148,0,0,233,0,0,381,0,0,1427,0
2012,28,Nassau,Urban,Medicare,18,52547,0.343,57,54889,1.038,5,18094,0.276,62,72983,0.85,80,125530,0.637,0,40994,0,0,92675,0,0,133669,0,80,259199,0.309
2012,41,Saratoga,Urban,Commercial,19,23826,0.797,13,3037,4.281,2,5314,0.376,15,8351,1.796,34,32177,1.057,0,19278,0,0,16412,0,0,35690,0,34,67867,0.501
2015,45,Seneca,Rural,Medicaid,3,3355,0.894,3,222,13.514,0,308,0,3,530,5.66,6,3885,1.544,0,587,0,0,1848,0,0,2435,0,6,6320,0.949
2014,21,Herkimer,Urban,Medicaid,14,7070,1.98,6,560,10.714,7,985,7.107,13,1545,8.414,27,8615,3.134,0,1197,0,0,20799,0,0,21996,0,27,30611,0.882
2012,12,Delaware,Rural,Other,0,564,0,0,65,0,0,56,0,0,121,0,0,685,0,0,62,0,0,476,0,0,538,0,0,1223,0
2014,23,Lewis,Rural,Medicaid,1,2164,0.462,0,134,0,1,305,3.279,1,439,2.278,2,2603,0.768,0,374,0,0,807,0,0,1181,0,2,3784,0.529
2014,17,Fulton,Rural,Commercial,4,11560,0.346,2,716,2.793,0,1013,0,2,1729,1.157,6,13289,0.452,0,4252,0,0,10154,0,0,14406,0,6,27695,0.217
2011,41,Saratoga,Urban,Commercial,16,23789,0.673,9,3399,2.648,5,5564,0.899,14,8963,1.562,30,32752,0.916,0,18585,0,1,21257,0.047,1,39842,0.025,31,72594,0.427
2011,99,Unknown,Urban,Commercial,38,94174,0.404,16,7547,2.12,2,9294,0.215,18,16841,1.069,56,111015,0.504,2,70487,0.028,1,82443,0.012,3,152930,0.02,59,263945,0.224
2011,31,Onondaga,Urban,Medicare,18,21201,0.849,31,16965,1.827,2,5594,0.358,33,22559,1.463,51,43760,1.165,0,13372,0,0,32412,0,0,45784,0,51,89544,0.57
2015,27,Montgomery,Rural,Other,1,702,1.425,0,35,0,0,52,0,0,87,0,1,789,1.267,0,86,0,0,622,0,0,708,0,1,1497,0.668
2012,8,Chenango,Rural,Medicare,2,5143,0.389,3,1823,1.646,3,1127,2.662,6,2950,2.034,8,8093,0.989,0,1826,0,0,34269,0,0,36095,0,8,44188,0.181
2015,88,Other than New York State,Urban,Other,0,6248,0,3,609,4.926,0,652,0,3,1261,2.379,3,7509,0.4,0,1265,0,0,4726,0,0,5991,0,3,13500,0.222
2013,4,Cattaraugus,Rural,Commercial,6,4555,1.317,0,475,0,0,1129,0,0,1604,0,6,6159,0.974,0,3061,0,1,8222,0.122,1,11283,0.089,7,17442,0.401
2012,5,Cayuga,Rural,Commercial,8,11874,0.674,6,1079,5.561,4,2216,1.805,10,3295,3.035,18,15169,1.187,0,5848,0,1,14914,0.067,1,20762,0.048,19,35931,0.529
2011,38,Rensselaer,Urban,Medicare,3,7406,0.405,9,6242,1.442,0,1776,0,9,8018,1.122,12,15424,0.778,0,4875,0,0,8912,0,0,13787,0,12,29211,0.411
2012,60,New York (Manhattan),Urban,Medicare,13,62900,0.207,98,49805,1.968,14,21727,0.644,112,71532,1.566,125,134432,0.93,0,42207,0,1,346534,0.003,1,388741,0.003,126,523173,0.241
2013,2,Allegany,Rural,Medicare,2,3616,0.553,1,1006,0.994,0,559,0,1,1565,0.639,3,5181,0.579,0,1716,0,0,5738,0,0,7454,0,3,12635,0.237
2010,38,Rensselaer,Urban,Commercial,15,19282,0.778,6,2895,2.073,1,3573,0.28,7,6468,1.082,22,25750,0.854,0,11231,0,0,25,0,0,11256,0,22,37006,0.594
2015,12,Delaware,Rural,Medicare,2,6261,0.319,4,979,4.086,3,1446,2.075,7,2425,2.887,9,8686,1.036,0,2303,0,0,32541,0,0,34844,0,9,43530,0.207
2011,14,Erie,Urban,Other,4,12085,0.331,5,1194,4.188,1,927,1.079,6,2121,2.829,10,14206,0.704,0,2212,0,0,5695,0,0,7907,0,10,22113,0.452
2015,40,St. Lawrence,Rural,Medicaid,4,15560,0.257,7,1141,6.135,2,1499,1.334,9,2640,3.409,13,18200,0.714,0,2398,0,0,6039,0,0,8437,0,13,26637,0.488
2015,88,Other than New York State,Urban,Medicare,6,18259,0.329,36,9129,3.943,17,9736,1.746,53,18865,2.809,59,37124,1.589,1,17264,0.058,2,46109,0.043,3,63373,0.047,62,100497,0.617
2015,9,Clinton,Rural,Medicare,3,6885,0.436,2,2903,0.689,0,672,0,2,3575,0.559,5,10460,0.478,0,3440,0,0,15915,0,0,19355,0,5,29815,0.168
2013,23,Lewis,Rural,Medicaid,0,331,0,0,89,0,2,160,12.5,2,249,8.032,2,580,3.448,0,237,0,0,427,0,0,664,0,2,1244,1.608
2013,40,St. Lawrence,Rural,Medicare,6,10386,0.578,12,3666,3.273,2,1651,1.211,14,5317,2.633,20,15703,1.274,0,5184,0,0,16249,0,0,21433,0,20,37136,0.539
2015,61,Queens,Urban,Medicaid,95,309727,0.307,119,53204,2.237,23,39652,0.58,142,92856,1.529,237,402583,0.589,0,46774,0,10,654643,0.015,10,701417,0.014,247,1104000,0.224
2015,29,Niagara,Urban,Commercial,59,32138,1.836,20,4424,4.521,5,5824,0.859,25,10248,2.44,84,42386,1.982,0,20617,0,0,66131,0,0,86748,0,84,129134,0.65
2014,7,Chemung,Urban,Medicaid,6,16001,0.375,4,1256,3.185,0,1432,0,4,2688,1.488,10,18689,0.535,0,1600,0,0,27757,0,0,29357,0,10,48046,0.208
2013,18,Genesee,Rural,Medicaid,8,5081,1.574,6,494,12.146,0,652,0,6,1146,5.236,14,6227,2.248,0,787,0,0,6959,0,0,7746,0,14,13973,1.002
2012,47,Suffolk,Urban,Medicaid,94,82444,1.14,82,16183,5.067,4,12812,0.312,86,28995,2.966,180,111439,1.615,0,10225,0,1,38808,0.026,1,49033,0.02,181,160472,1.128
2014,37,Putnam,Urban,Medicare,0,4730,0,4,2636,1.517,0,1008,0,4,3644,1.098,4,8374,0.478,0,3087,0,0,5335,0,0,8422,0,4,16796,0.238
2015,2,Allegany,Rural,Commercial,5,8577,0.583,2,359,5.571,1,774,1.292,3,1133,2.648,8,9710,0.824,0,2228,0,0,13922,0,0,16150,0,8,25860,0.309
2014,40,St. Lawrence,Rural,Other,8,6838,1.17,3,580,5.172,0,386,0,3,966,3.106,11,7804,1.41,0,1029,0,0,3031,0,0,4060,0,11,11864,0.927
2012,99,Unknown,Urban,Medicare,16,31790,0.503,30,11423,2.626,3,8054,0.372,33,19477,1.694,49,51267,0.956,0,30612,0,0,63935,0,0,94547,0,49,145814,0.336
2014,60,New York (Manhattan),Urban,Medicare,20,73538,0.272,106,48328,2.193,12,17044,0.704,118,65372,1.805,138,138910,0.993,0,50379,0,1,388196,0.003,1,438575,0.002,139,577485,0.241
2010,60,New York (Manhattan),Urban,Medicaid,87,210238,0.414,139,37811,3.676,22,26502,0.83,161,64313,2.503,248,274551,0.903,0,33481,0,0,101,0,0,33582,0,248,308133,0.805
2014,14,Erie,Urban,Commercial,181,106197,1.704,54,11311,4.774,6,20704,0.29,60,32015,1.874,241,138212,1.744,1,81948,0.012,0,141397,0,1,223345,0.004,242,361557,0.669
2014,28,Nassau,Urban,Commercial,158,152104,1.039,91,24542,3.708,12,35692,0.336,103,60234,1.71,261,212338,1.229,0,70790,0,0,163292,0,0,234082,0,261,446420,0.585
2015,28,Nassau,Urban,Medicaid,111,105119,1.056,107,17316,6.179,12,13665,0.878,119,30981,3.841,230,136100,1.69,0,14449,0,0,126775,0,0,141224,0,230,277324,0.829
2015,20,Hamilton,Rural,Medicaid,0,226,0,0,39,0,0,36,0,0,75,0,0,301,0,0,78,0,0,167,0,0,245,0,0,546,0
2015,3,Broome,Urban,Medicare,15,12925,1.161,12,6184,1.94,2,2212,0.904,14,8396,1.667,29,21321,1.36,0,8489,0,1,30419,0.033,1,38908,0.026,30,60229,0.498
2010,88,Other than New York State,Urban,Commercial,17,56723,0.3,26,8954,2.904,2,18849,0.106,28,27803,1.007,45,84526,0.532,0,35184,0,0,94,0,0,35278,0,45,119804,0.376
2013,60,New York (Manhattan),Urban,Other,1,9695,0.103,5,1257,3.978,0,636,0,5,1893,2.641,6,11588,0.518,0,5692,0,0,10752,0,0,16444,0,6,28032,0.214
2012,13,Dutchess,Urban,Medicaid,32,17806,1.797,16,1784,8.969,3,2523,1.189,19,4307,4.411,51,22113,2.306,0,1688,0,0,6630,0,0,8318,0,51,30431,1.676
2012,1,Albany,Urban,Medicare,7,18511,0.378,11,10896,1.01,3,3291,0.912,14,14187,0.987,21,32698,0.642,0,12378,0,0,21242,0,0,33620,0,21,66318,0.317
2011,29,Niagara,Urban,Other,0,2469,0,1,245,4.082,0,232,0,1,477,2.096,1,2946,0.339,0,474,0,0,1053,0,0,1527,0,1,4473,0.224
2010,28,Nassau,Urban,Medicare,13,39065,0.333,61,51865,1.176,7,16928,0.414,68,68793,0.988,81,107858,0.751,0,30513,0,0,1559,0,0,32072,0,81,139930,0.579
2012,42,Schenectady,Urban,Medicaid,15,26340,0.569,2,645,3.101,13,3841,3.385,15,4486,3.344,30,30826,0.973,0,2457,0,0,11305,0,0,13762,0,30,44588,0.673
2015,2,Allegany,Rural,Medicaid,19,6185,3.072,0,222,0,0,457,0,0,679,0,19,6864,2.768,0,778,0,0,5818,0,0,6596,0,19,13460,1.412
2015,59,Kings (Brooklyn),Urban,Unknown,3,6352,0.472,0,47,0,11,1432,7.682,11,1479,7.437,14,7831,1.788,0,620,0,0,1982,0,0,2602,0,14,10433,1.342
2012,38,Rensselaer,Urban,Unknown,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,4,0
2010,41,Saratoga,Urban,Unknown,9,9150,0.984,0,29,0,0,12,0,0,41,0,9,9191,0.979,0,6405,0,0,0,0,0,6405,0,9,15596,0.577
2015,36,Otsego,Rural,Unknown,1,56,17.857,0,17,0,0,6,0,0,23,0,1,79,12.658,0,13,0,0,53,0,0,66,0,1,145,6.897
2014,5,Cayuga,Rural,Unknown,0,8,0,0,1,0,0,1,0,0,2,0,0,10,0,0,98,0,0,9,0,0,107,0,0,117,0
2013,44,Schuyler,Rural,Unknown,0,1,0,0,1,0,0,2,0,0,3,0,0,4,0,0,4,0,0,29,0,0,33,0,0,37,0
2012,59,Kings (Brooklyn),Urban,Unknown,3,7947,0.378,5,391,12.788,2,441,4.535,7,832,8.413,10,8779,1.139,0,995,0,0,2169,0,0,3164,0,10,11943,0.837
2012,48,Sullivan,Rural,Unknown,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,45,0,0,288,0,0,333,0,0,345,0
