Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,NY,New York,Steuben,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.5,11.2,92948,36101,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-77.3855253 42.2667252)
2021,NY,New York,Wyoming,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.4,7,40491,36121,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-78.2285667 42.7013627)
2020,NY,New York,Schenectady,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,65.7,,,62.5,68.8,158089,36093,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-74.0435592 42.8175516)
2021,NY,New York,New York,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11,,,8.8,13.6,1576876,36061,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-73.9701871 40.7766419)
2021,NY,New York,Sullivan,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.1,79806,36105,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-74.7715769 41.7199928)
2021,NY,New York,Cayuga,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.2,,,27.2,35.4,75880,36011,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-76.5745866 43.0085456)
2021,NY,New York,Chemung,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,16.4,22,83045,36015,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-76.7524712 42.1486972)
2020,NY,New York,Essex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.3,,,82.6,87.8,37268,36031,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.7784307 44.1096005)
2021,NY,New York,Clinton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,,,6.7,8.2,79596,36019,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.7056429 44.752712)
2021,NY,New York,Schoharie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37,,,32.2,41.7,29863,36095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.4381718 42.591294)
2020,NY,New York,Cattaraugus,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.8,,,31.3,46.9,76426,36009,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-78.662332 42.2390986)
2020,NY,New York,Jefferson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,61.7,,,58.1,64.9,116295,36045,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.0529678 43.996389)
2021,NY,New York,Queens,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,18.1,,,16.4,19.8,2331143,36081,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-73.8412089 40.6546581)
2021,NY,New York,Suffolk,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.5,5.8,1526344,36103,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.6922183 40.943554)
2021,NY,New York,Niagara,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12,,,10.2,14,211653,36063,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-78.8129431 43.2726719)
2020,NY,New York,Orleans,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.4,,,32.8,36,40191,36073,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-78.2070281 43.3399059)
2021,NY,New York,Broome,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.8,,,7.5,10.4,197240,36007,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-75.8302833 42.1619773)
2020,NY,New York,Clinton,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,42.8,,,35.2,50.5,79596,36019,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.7056429 44.752712)
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3,90923,36117,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-77.0494024 43.2181139)
2021,NY,New York,Sullivan,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.4,,,7.2,9.6,79806,36105,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.7715769 41.7199928)
2020,NY,New York,Queens,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,34.4,36.2,2331143,36081,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-73.8412089 40.6546581)
2020,NY,New York,Livingston,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,65.1,,,61.5,68.6,61578,36051,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-77.778463 42.7290418)
2021,NY,New York,Livingston,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.9,,,17.1,22.9,61578,36051,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-77.778463 42.7290418)
2021,NY,New York,Albany,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31,,,27.9,34.1,313743,36001,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-73.9740095 42.5882401)
2020,NY,New York,Jefferson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.9,,,72.1,77.6,116295,36045,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-76.0529678 43.996389)
2021,NY,New York,Montgomery,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9,,,7.1,11.3,49558,36057,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.4353575 42.9008912)
2021,NY,New York,Niagara,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7,211653,36063,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-78.8129431 43.2726719)
2020,NY,New York,Essex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.7,,,31.7,48.6,37268,36031,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.7784307 44.1096005)
2020,NY,New York,Schuyler,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.2,,,32.4,35.9,17752,36097,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.938603 42.4197755)
2021,NY,New York,Essex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.2,,,27.1,33.5,37268,36031,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-73.7784307 44.1096005)
2020,NY,New York,Steuben,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.9,,,32,35.6,92948,36101,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-77.3855253 42.2667252)
2021,NY,New York,Richmond,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.6,12.4,493494,36085,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.1398995 40.5612628)
2021,NY,New York,Albany,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31,,,28.7,33.3,313743,36001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-73.9740095 42.5882401)
2021,NY,New York,Genesee,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.9,,,13.9,18,57853,36037,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.1927784 43.0009096)
2021,NY,New York,Chautauqua,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.9,,,11.8,16.1,126807,36013,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-79.4075949 42.3042159)
2021,NY,New York,Orange,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.8,,,29,34.6,404525,36071,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.3062522 41.4024096)
2020,NY,New York,Tompkins,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.8,,,5.4,13.2,105162,36109,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.4734835 42.4530063)
2020,NY,New York,Cayuga,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.5,,,82,87,75880,36011,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-76.5745866 43.0085456)
2021,NY,New York,Rensselaer,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.3,160232,36083,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.5138454 42.7104206)
2020,NY,New York,Chemung,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.1,,,33.4,36.9,83045,36015,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-76.7524712 42.1486972)
2021,NY,New York,Warren,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.2,,,6.1,8.3,65618,36113,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-73.8381388 43.5551053)
2021,NY,New York,Columbia,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.8,,,26.3,31.3,61778,36021,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-73.6267175 42.2476964)
2021,NY,New York,Onondaga,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.8,,,10.8,14.9,473236,36067,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-76.1961336 43.0065163)
2021,NY,New York,Hamilton,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.2,4.5,5119,36041,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.5024556 43.6578786)
2021,NY,New York,Tioga,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,10.1,12.6,47980,36107,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-76.2974556 42.1780565)
2020,NY,New York,Genesee,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.5,,,31.7,35.1,57853,36037,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-78.1927784 43.0009096)
2020,NY,New York,Delaware,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.4,,,8.1,17,44378,36025,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-74.9667281 42.1939865)
2020,NY,New York,Otsego,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.9,,,60.1,67.9,58123,36077,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-75.028841 42.6297762)
2021,NY,New York,Queens,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.3,5.4,2331143,36081,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.8412089 40.6546581)
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.8,11,997895,36119,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-73.7457526 41.1526862)
2021,NY,New York,Chautauqua,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.2,20.8,126807,36013,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-79.4075949 42.3042159)
2021,NY,New York,Wyoming,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,13.5,18,40491,36121,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.2285667 42.7013627)
2021,NY,New York,Ontario,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.7,,,54.5,62.8,112508,36069,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-77.3034967 42.8563575)
2021,NY,New York,Genesee,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.6,,,3.9,5.3,57853,36037,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-78.1927784 43.0009096)
2020,NY,New York,Queens,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59.9,,,57,62.7,2331143,36081,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-73.8412089 40.6546581)
2021,NY,New York,Cortland,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,14.3,18.8,46311,36023,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-76.0762398 42.594039)
2021,NY,New York,Tompkins,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.6,,,21,26.3,105162,36109,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-76.4734835 42.4530063)
2021,NY,New York,Erie,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.3,,,14.4,18.5,950683,36029,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.7781922 42.752759)
2021,NY,New York,Hamilton,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.4,,,7.8,11.2,5119,36041,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.5024556 43.6578786)
2020,NY,New York,Kings,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.9,,,82.3,85.5,2641052,36047,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.9506398 40.6350451)
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.5,,,24.3,30.9,997895,36119,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-73.7457526 41.1526862)
2021,NY,New York,Chautauqua,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.7,,,27.9,33.8,126807,36013,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-79.4075949 42.3042159)
2021,NY,New York,Fulton,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,37.5,,,34.4,40.6,53116,36035,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.4236782 43.1156093)
2020,NY,New York,Franklin,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.8,,,9.5,18.7,47456,36033,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-74.31067 44.5943758)
2020,NY,New York,Seneca,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.4,,,8.3,19.2,33688,36099,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.827088 42.7822943)
2020,NY,New York,St. Lawrence,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.5,,,36,52.4,108051,36089,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-75.074311 44.4881125)
2020,NY,New York,Allegany,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.9,,,29.9,44.7,46106,36003,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-78.0261531 42.2478532)
2020,NY,New York,Richmond,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.3,,,25.8,36.6,493494,36085,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.1398995 40.5612628)
2021,NY,New York,Lewis,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.5,,,7.2,9.9,26573,36049,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-75.4441402 43.7826811)
2020,NY,New York,Rockland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.8,,,41.3,56.2,339227,36087,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.0246616 41.1546276)
2021,NY,New York,Dutchess,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23,,,19.5,26.9,297112,36027,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-73.7400411 41.7547699)
2021,NY,New York,Albany,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,8.9,11.5,313743,36001,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-73.9740095 42.5882401)
2021,NY,New York,Schenectady,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,27,,,23.3,30.9,158089,36093,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.0435592 42.8175516)
2021,NY,New York,Westchester,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.5,,,20.6,26.7,997895,36119,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.7457526 41.1526862)
2021,NY,New York,Fulton,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,26,,,22.3,29.9,53116,36035,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-74.4236782 43.1156093)
2021,NY,New York,Allegany,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.4,6,46106,36003,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-78.0261531 42.2478532)
2021,NY,New York,Schuyler,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.1,,,77.1,82.9,17752,36097,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-76.938603 42.4197755)
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.3,,,24.8,29.9,79806,36105,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.7715769 41.7199928)
2021,NY,New York,Warren,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.6,10.3,65618,36113,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.8381388 43.5551053)
2021,NY,New York,Richmond,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.3,,,18.9,23.8,493494,36085,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.1398995 40.5612628)
2021,NY,New York,Rockland,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11.6,16,339227,36087,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.0246616 41.1546276)
2021,NY,New York,Monroe,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7,755160,36055,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-77.7005177 43.2503466)
2021,NY,New York,Franklin,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17,,,14.5,19.7,47456,36033,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-74.31067 44.5943758)
2021,NY,New York,Queens,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.4,,,6.5,8.3,2331143,36081,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.8412089 40.6546581)
2021,NY,New York,Dutchess,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.8,7.8,297112,36027,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.7400411 41.7547699)
2021,NY,New York,Otsego,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3,58123,36077,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.028841 42.6297762)
2021,NY,New York,Lewis,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3,4.1,26573,36049,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-75.4441402 43.7826811)
2021,NY,New York,Saratoga,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.5,6.6,237359,36091,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.8553872 43.1061353)
2021,NY,New York,Chemung,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.5,6.2,83045,36015,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-76.7524712 42.1486972)
2021,NY,New York,Essex,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.8,,,85.5,89.7,37268,36031,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-73.7784307 44.1096005)
2020,NY,New York,Washington,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.1,,,35.9,52.6,60956,36115,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.4394282 43.3123766)
2021,NY,New York,Richmond,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6,,,5.3,6.7,493494,36085,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.1398995 40.5612628)
2021,NY,New York,Allegany,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.7,,,77.1,82.3,46106,36003,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-78.0261531 42.2478532)
2021,NY,New York,Franklin,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20.6,,,17.9,23.6,47456,36033,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.31067 44.5943758)
2021,NY,New York,Richmond,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.6,,,6.1,9.2,493494,36085,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.1398995 40.5612628)
2021,NY,New York,Chenango,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86,,,83.5,88.2,46537,36017,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-75.6022407 42.4780238)
2021,NY,New York,Essex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,29.3,,,25.2,33.5,37268,36031,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.7784307 44.1096005)
2020,NY,New York,Delaware,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,63,,,59.2,66.8,44378,36025,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-74.9667281 42.1939865)
2021,NY,New York,Ulster,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,24.1,29.8,182951,36111,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.2654582 41.9472124)
2021,NY,New York,Nassau,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.7,,,29.3,34.3,1390907,36059,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-73.5894144 40.7296118)
2020,NY,New York,Seneca,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.6,,,34,37.2,33688,36099,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.827088 42.7822943)
2020,NY,New York,Yates,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84,,,81.3,86.7,24613,36123,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-77.1043238 42.638237)
2021,NY,New York,Ulster,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.7,,,25.5,34.2,182951,36111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.2654582 41.9472124)
2020,NY,New York,Saratoga,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.5,,,74.6,82.2,237359,36091,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.8553872 43.1061353)
2021,NY,New York,Hamilton,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.4,,,5.2,10.1,5119,36041,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.5024556 43.6578786)
2020,NY,New York,Suffolk,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.7,,,70.2,77.2,1526344,36103,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-72.6922183 40.943554)
